11,0.0,0.50858678386493927,14.84
4,0.0,0.91632137701195404,14.0
5,0.0,0.96108322815614644,12.36
6,0.0,0.96141202979967477,12.06
7,0.0,0.96199392766124869,12.02
9,0.0,0.60211987148156632,12.26
10,0.0,0.79901021698080965,13.04
11,0.01,0.52451644735088532,15.22
4,0.01,0.89076883951417629,14.8
5,0.01,0.95848899664157639,12.48
6,0.01,0.95905070205317333,12.28
7,0.01,0.95823531707483411,12.08
9,0.01,0.60885173476478616,13.34
10,0.01,0.95657758365599288,24.52
11,0.02,0.5183493144884056,18.02
4,0.02,0.89034602582536326,19.42
5,0.02,0.95442020428959606,15.18
6,0.02,0.95408585865365381,14.5
7,0.02,0.95392978020711139,15.34
9,0.02,0.6480167400799336,24.2
10,0.02,0.95296573894313608,22.72
11,0.03,0.57434921829971664,35.28
4,0.03,0.89734260097831675,45.8
5,0.03,0.92373299155557642,46.28
6,0.03,0.92325640262302289,44.82
7,0.03,0.92449394228550918,41.9
9,0.03,0.89243732187187552,61.84
10,0.03,0.92578909775657792,43.62
11,0.04,0.83516023399513339,78.4
4,0.04,0.90021766295834083,48.46
5,0.04,0.9072685584020016,50.4
6,0.04,0.90779194583108103,46.66
7,0.04,0.90769695738227085,47.72
9,0.04,0.90856039898113639,77.62
10,0.04,0.90764170610632011,48.96
11,0.05,0.89492281386090899,84.24
4,0.05,0.89827101994369496,60.72
5,0.05,0.89278364507906627,46.16
6,0.05,0.8950746814091296,47.78
7,0.05,0.89643024485389577,52.36
9,0.05,0.89196201967317434,70.32
10,0.05,0.89273563924357102,45.2
