0,-0.685021408156,-0.516103477817,0.514181748561
0,-0.769365369469,-0.222909067835,0.598655556843
1,0.73647745485,0.374223753335,0.563522440492
1,-0.769365369469,-0.222909067835,0.598655556843
2,0.0280506266003,-0.129058707166,0.99124013864
2,-0.769365369469,-0.222909067835,0.598655556843
3,0.0280506266003,-0.129058707166,0.99124013864
3,0.414330042039,0.196719172816,0.888612504588
4,0.0280506266003,-0.129058707166,0.99124013864
4,0.228929489936,0.0350139076771,0.972813093511
5,0.0280506266003,-0.129058707166,0.99124013864
5,0.129589950478,-0.0474249178217,0.990432896215
6,0.0280506266003,-0.129058707166,0.99124013864
6,0.0789880691619,-0.0884296482217,0.992945659261
7,0.0535477910009,-0.10880197032,0.992620151585
7,0.0789880691619,-0.0884296482217,0.992945659261
8,0.0662767317619,-0.0986289073842,0.99291476646
8,0.0789880691619,-0.0884296482217,0.992945659261
9,0.0726348120135,-0.0935323831757,0.992963180275
9,0.0789880691619,-0.0884296482217,0.992945659261
10,0.0726348120135,-0.0935323831757,0.992963180275
10,0.0758120698502,-0.0909817708742,0.992962661651
11,0.0726348120135,-0.0935323831757,0.992963180275
11,0.0742235949515,-0.0922572684658,0.992964981441
12,0.0734292415753,-0.0928948740117,0.992964595977
12,0.0742235949515,-0.0922572684658,0.992964981441
13,0.0738264278381,-0.0925760832452,0.992964917489
13,0.0742235949515,-0.0922572684658,0.992964981441
